name, success, samples, startup, setup, experiment, maxResidency
hover, True, 200, 14.014581866, 0.0, 34.915534966, 284MB
edit, True, 200, 13.845924303, 0.0, 73.648230865, 2079MB
getDefinition, True, 200, 14.750509664, 0.0, 34.951708232, 285MB
hover after edit, True, 200, 15.61373717, 0.0, 164.68337290600002, 3200MB
code actions, True, 200, 15.040025074, 0.330061009, 1.9557164690000002, 253MB
documentSymbols after edit, True, 200, 14.337520236000001, 0.0, 7.346099884, 339MB
