name, samples, startup, setup, experiment, maxResidency
hover, 100, 14.687784179000001, 0.0, 16.822926024, 298MB
edit, 100, 14.553687744000001, 0.0, 34.391090956, 1211MB
getDefinition, 100, 14.464214989, 0.0, 16.565506335000002, 312MB
hover after edit, 100, 14.263889004000001, 0.0, 79.81896980500001, 1727MB
code actions after edit, 100, 14.37468291, 0.0, 39.974628315000004, 795MB
